RPP1  Regional price parities,,
RPPs: All items (index) ,,
Bureau of Economic Analysis ,,
Metropolitan Statistical Area,,
GeoFips,GeoName,2012
999,United States (Nonmetropolitan Portion),87.9
10180,"Abilene, TX (Metropolitan Statistical Area)",91.4
10420,"Akron, OH (Metropolitan Statistical Area)",88.4
10500,"Albany, GA (Metropolitan Statistical Area)",85.1
10540,"Albany, OR (Metropolitan Statistical Area)",93.7
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",99.1
10740,"Albuquerque, NM (Metropolitan Statistical Area)",96.6
10780,"Alexandria, LA (Metropolitan Statistical Area)",87.7
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",99.9
11020,"Altoona, PA (Metropolitan Statistical Area)",91.4
11100,"Amarillo, TX (Metropolitan Statistical Area)",92.8
11180,"Ames, IA (Metropolitan Statistical Area)",88.7
11260,"Anchorage, AK (Metropolitan Statistical Area)",110.9
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",102.2
11500,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",84.8
11540,"Appleton, WI (Metropolitan Statistical Area)",93.3
11700,"Asheville, NC (Metropolitan Statistical Area)",92
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",91.8
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",95.6
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",108.4
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",87
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",89.8
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",98.5
12540,"Bakersfield, CA (Metropolitan Statistical Area)",97.3
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",109.4
12620,"Bangor, ME (Metropolitan Statistical Area)",97
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",102.1
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",93.2
12980,"Battle Creek, MI (Metropolitan Statistical Area)",90.5
13020,"Bay City, MI (Metropolitan Statistical Area)",88.9
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",90.6
13220,"Beckley, WV (Metropolitan Statistical Area)",85.8
13380,"Bellingham, WA (Metropolitan Statistical Area)",99.3
13460,"Bend-Redmond, OR (Metropolitan Statistical Area)",96.6
13740,"Billings, MT (Metropolitan Statistical Area)",95.5
13780,"Binghamton, NY (Metropolitan Statistical Area)",95.6
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",90.2
13900,"Bismarck, ND (Metropolitan Statistical Area)",94
13980,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",88.8
14010,"Bloomington, IL (Metropolitan Statistical Area)",94.6
14020,"Bloomington, IN (Metropolitan Statistical Area)",93.4
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",92
14260,"Boise City, ID (Metropolitan Statistical Area)",94.7
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",111.6
14500,"Boulder, CO (Metropolitan Statistical Area)",108.9
14540,"Bowling Green, KY (Metropolitan Statistical Area)",85.1
14740,"Bremerton-Silverdale, WA (Metropolitan Statistical Area)",104.6
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",121.5
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",85.1
15260,"Brunswick, GA (Metropolitan Statistical Area)",86.1
15380,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",93.8
15500,"Burlington, NC (Metropolitan Statistical Area)",90
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",102.3
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",102.3
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",89.4
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",95
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",82.8
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",84.1
16180,"Carson City, NV (Metropolitan Statistical Area)",98
16220,"Casper, WY (Metropolitan Statistical Area)",97.8
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",91.2
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",95.9
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",93.9
16620,"Charleston, WV (Metropolitan Statistical Area)",89.8
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",95.7
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",94.3
16820,"Charlottesville, VA (Metropolitan Statistical Area)",99.1
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",90.5
16940,"Cheyenne, WY (Metropolitan Statistical Area)",96.3
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",106.6
17020,"Chico, CA (Metropolitan Statistical Area)",100.2
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",91.5
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",90.9
17420,"Cleveland, TN (Metropolitan Statistical Area)",83
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",89.2
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",93.4
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",94.3
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",98.6
17860,"Columbia, MO (Metropolitan Statistical Area)",92.2
17900,"Columbia, SC (Metropolitan Statistical Area)",92.1
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",89
18020,"Columbus, IN (Metropolitan Statistical Area)",87.3
18140,"Columbus, OH (Metropolitan Statistical Area)",93.8
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",92.6
18700,"Corvallis, OR (Metropolitan Statistical Area)",97.4
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",96.9
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",88.2
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",101
19140,"Dalton, GA (Metropolitan Statistical Area)",85
19180,"Danville, IL (Metropolitan Statistical Area)",79.4
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",89
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",92.1
19380,"Dayton, OH (Metropolitan Statistical Area)",91
19460,"Decatur, AL (Metropolitan Statistical Area)",86.9
19500,"Decatur, IL (Metropolitan Statistical Area)",89.7
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",95.5
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",104.3
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",94.5
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",97.8
20020,"Dothan, AL (Metropolitan Statistical Area)",85
20100,"Dover, DE (Metropolitan Statistical Area)",94.1
20220,"Dubuque, IA (Metropolitan Statistical Area)",92.9
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",91.7
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",95
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",99.9
20740,"Eau Claire, WI (Metropolitan Statistical Area)",92.3
20940,"El Centro, CA (Metropolitan Statistical Area)",92.2
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",86.7
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",91.6
21300,"Elmira, NY (Metropolitan Statistical Area)",94.2
21340,"El Paso, TX (Metropolitan Statistical Area)",90.8
21500,"Erie, PA (Metropolitan Statistical Area)",93
21660,"Eugene, OR (Metropolitan Statistical Area)",97.7
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",90.4
21820,"Fairbanks, AK (Metropolitan Statistical Area)",106.8
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",93.5
22140,"Farmington, NM (Metropolitan Statistical Area)",92.7
22180,"Fayetteville, NC (Metropolitan Statistical Area)",91.5
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",90.3
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",98.4
22420,"Flint, MI (Metropolitan Statistical Area)",93.8
22500,"Florence, SC (Metropolitan Statistical Area)",85.5
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",84.5
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",85.8
22660,"Fort Collins, CO (Metropolitan Statistical Area)",100.3
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",85.6
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",91.1
23420,"Fresno, CA (Metropolitan Statistical Area)",97.6
23460,"Gadsden, AL (Metropolitan Statistical Area)",84.7
23540,"Gainesville, FL (Metropolitan Statistical Area)",96.3
23580,"Gainesville, GA (Metropolitan Statistical Area)",90.6
23900,"Gettysburg, PA (Metropolitan Statistical Area)",95.9
24020,"Glens Falls, NY (Metropolitan Statistical Area)",97.7
24140,"Goldsboro, NC (Metropolitan Statistical Area)",86.8
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",92.8
24260,"Grand Island, NE (Metropolitan Statistical Area)",84.7
24300,"Grand Junction, CO (Metropolitan Statistical Area)",95.1
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",92.3
24420,"Grants Pass, OR (Metropolitan Statistical Area)",93.7
24500,"Great Falls, MT (Metropolitan Statistical Area)",94.3
24540,"Greeley, CO (Metropolitan Statistical Area)",97.6
24580,"Green Bay, WI (Metropolitan Statistical Area)",92.1
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",90.4
24780,"Greenville, NC (Metropolitan Statistical Area)",88.4
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",90.9
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",90.6
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",102.6
25220,"Hammond, LA (Metropolitan Statistical Area)",88.9
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",95.5
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",96.6
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",92.1
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",100.9
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",84.8
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",89
25940,"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",91.9
25980,"Hinesville, GA (Metropolitan Statistical Area)",92.1
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",89.7
26300,"Hot Springs, AR (Metropolitan Statistical Area)",85.4
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",92.6
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",100.7
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",86.7
26620,"Huntsville, AL (Metropolitan Statistical Area)",91.3
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",91.1
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",93.9
26980,"Iowa City, IA (Metropolitan Statistical Area)",95.9
27060,"Ithaca, NY (Metropolitan Statistical Area)",104.3
27100,"Jackson, MI (Metropolitan Statistical Area)",90.9
27140,"Jackson, MS (Metropolitan Statistical Area)",91.5
27180,"Jackson, TN (Metropolitan Statistical Area)",81.5
27260,"Jacksonville, FL (Metropolitan Statistical Area)",96.3
27340,"Jacksonville, NC (Metropolitan Statistical Area)",96
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",92.8
27620,"Jefferson City, MO (Metropolitan Statistical Area)",80.8
27740,"Johnson City, TN (Metropolitan Statistical Area)",88.3
27780,"Johnstown, PA (Metropolitan Statistical Area)",87.2
27860,"Jonesboro, AR (Metropolitan Statistical Area)",81.7
27900,"Joplin, MO (Metropolitan Statistical Area)",87.8
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",112.9
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",92.7
28100,"Kankakee, IL (Metropolitan Statistical Area)",99.1
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",92.7
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",97.1
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",92.4
28700,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",86.9
28740,"Kingston, NY (Metropolitan Statistical Area)",102.6
28940,"Knoxville, TN (Metropolitan Statistical Area)",91.6
29020,"Kokomo, IN (Metropolitan Statistical Area)",88.2
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",93.7
29180,"Lafayette, LA (Metropolitan Statistical Area)",91.8
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",93.9
29340,"Lake Charles, LA (Metropolitan Statistical Area)",88.5
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",93.8
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",93.9
29540,"Lancaster, PA (Metropolitan Statistical Area)",98.5
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",94.4
29700,"Laredo, TX (Metropolitan Statistical Area)",88.9
29740,"Las Cruces, NM (Metropolitan Statistical Area)",92.5
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",99.3
29940,"Lawrence, KS (Metropolitan Statistical Area)",95.5
30020,"Lawton, OK (Metropolitan Statistical Area)",91.5
30140,"Lebanon, PA (Metropolitan Statistical Area)",94.9
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",91.7
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",95
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",92.2
30620,"Lima, OH (Metropolitan Statistical Area)",89
30700,"Lincoln, NE (Metropolitan Statistical Area)",92.9
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",91.1
30860,"Logan, UT-ID (Metropolitan Statistical Area)",90.8
30980,"Longview, TX (Metropolitan Statistical Area)",91.9
31020,"Longview, WA (Metropolitan Statistical Area)",94.1
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",118.2
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",90.9
31180,"Lubbock, TX (Metropolitan Statistical Area)",93.8
31340,"Lynchburg, VA (Metropolitan Statistical Area)",90.6
31420,"Macon, GA (Metropolitan Statistical Area)",88
31460,"Madera, CA (Metropolitan Statistical Area)",96.4
31540,"Madison, WI (Metropolitan Statistical Area)",97.9
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",108.9
31740,"Manhattan, KS (Metropolitan Statistical Area)",91.9
31860,"Mankato-North Mankato, MN (Metropolitan Statistical Area)",88.3
31900,"Mansfield, OH (Metropolitan Statistical Area)",88.8
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",85
32780,"Medford, OR (Metropolitan Statistical Area)",98
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",92.1
32900,"Merced, CA (Metropolitan Statistical Area)",95.8
33100,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",105
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",84.4
33220,"Midland, MI (Metropolitan Statistical Area)",86.9
33260,"Midland, TX (Metropolitan Statistical Area)",97.9
33340,"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",95.2
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",103
33540,"Missoula, MT (Metropolitan Statistical Area)",96.5
33660,"Mobile, AL (Metropolitan Statistical Area)",88.2
33700,"Modesto, CA (Metropolitan Statistical Area)",99.1
33740,"Monroe, LA (Metropolitan Statistical Area)",87.3
33780,"Monroe, MI (Metropolitan Statistical Area)",96.7
33860,"Montgomery, AL (Metropolitan Statistical Area)",90.1
34060,"Morgantown, WV (Metropolitan Statistical Area)",88.5
34100,"Morristown, TN (Metropolitan Statistical Area)",82.5
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",98.7
34620,"Muncie, IN (Metropolitan Statistical Area)",89.7
34740,"Muskegon, MI (Metropolitan Statistical Area)",89
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",93.3
34900,"Napa, CA (Metropolitan Statistical Area)",118.5
34940,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",99
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",94.1
35100,"New Bern, NC (Metropolitan Statistical Area)",86.5
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",113.5
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",96.7
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",122.2
35660,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",90.1
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",98.8
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",101.3
36100,"Ocala, FL (Metropolitan Statistical Area)",92
36140,"Ocean City, NJ (Metropolitan Statistical Area)",108.8
36220,"Odessa, TX (Metropolitan Statistical Area)",93.7
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",96.4
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",92.3
36500,"Olympia-Tumwater, WA (Metropolitan Statistical Area)",104.6
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",94.3
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",98
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",92.5
36980,"Owensboro, KY (Metropolitan Statistical Area)",86.7
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",114.6
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",95.8
37460,"Panama City, FL (Metropolitan Statistical Area)",96.3
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",87
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",94.5
37900,"Peoria, IL (Metropolitan Statistical Area)",91.5
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",109
38060,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",99.7
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",85.3
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",93.4
38340,"Pittsfield, MA (Metropolitan Statistical Area)",96.6
38540,"Pocatello, ID (Metropolitan Statistical Area)",90.5
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",100.8
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",100.5
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",95.8
39140,"Prescott, AZ (Metropolitan Statistical Area)",96.3
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",99.8
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",96.9
39380,"Pueblo, CO (Metropolitan Statistical Area)",92.4
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",95.3
39540,"Racine, WI (Metropolitan Statistical Area)",93.4
39580,"Raleigh, NC (Metropolitan Statistical Area)",95.2
39660,"Rapid City, SD (Metropolitan Statistical Area)",92.4
39740,"Reading, PA (Metropolitan Statistical Area)",96.8
39820,"Redding, CA (Metropolitan Statistical Area)",98.6
39900,"Reno, NV (Metropolitan Statistical Area)",99.5
40060,"Richmond, VA (Metropolitan Statistical Area)",96.4
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",106.3
40220,"Roanoke, VA (Metropolitan Statistical Area)",91.3
40340,"Rochester, MN (Metropolitan Statistical Area)",93.7
40380,"Rochester, NY (Metropolitan Statistical Area)",97.7
40420,"Rockford, IL (Metropolitan Statistical Area)",91.9
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",86.8
40660,"Rome, GA (Metropolitan Statistical Area)",82.2
40900,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",102.4
40980,"Saginaw, MI (Metropolitan Statistical Area)",89.4
41060,"St. Cloud, MN (Metropolitan Statistical Area)",93
41100,"St. George, UT (Metropolitan Statistical Area)",95.2
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",88.1
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",88.9
41420,"Salem, OR (Metropolitan Statistical Area)",96.8
41500,"Salinas, CA (Metropolitan Statistical Area)",107.1
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",90
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",99.1
41660,"San Angelo, TX (Metropolitan Statistical Area)",92.1
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",93.9
41740,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",119
41860,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",121.3
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",122
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",106.9
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",121.4
42140,"Santa Fe, NM (Metropolitan Statistical Area)",99.2
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",108.2
42220,"Santa Rosa, CA (Metropolitan Statistical Area)",118.2
42340,"Savannah, GA (Metropolitan Statistical Area)",94.9
42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",92.1
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",107
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",91.8
42700,"Sebring, FL (Metropolitan Statistical Area)",89.7
43100,"Sheboygan, WI (Metropolitan Statistical Area)",91.1
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",91.5
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",91.2
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",94.1
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",90.1
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",93.2
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",91
43900,"Spartanburg, SC (Metropolitan Statistical Area)",88.4
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",95.9
44100,"Springfield, IL (Metropolitan Statistical Area)",92.4
44140,"Springfield, MA (Metropolitan Statistical Area)",96.8
44180,"Springfield, MO (Metropolitan Statistical Area)",89.2
44220,"Springfield, OH (Metropolitan Statistical Area)",89.4
44300,"State College, PA (Metropolitan Statistical Area)",102.2
44420,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",89.7
44700,"Stockton-Lodi, CA (Metropolitan Statistical Area)",100.6
44940,"Sumter, SC (Metropolitan Statistical Area)",88.9
45060,"Syracuse, NY (Metropolitan Statistical Area)",95.9
45220,"Tallahassee, FL (Metropolitan Statistical Area)",95.1
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",99.4
45460,"Terre Haute, IN (Metropolitan Statistical Area)",88.3
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",89.1
45540,"The Villages, FL (Metropolitan Statistical Area)",89.7
45780,"Toledo, OH (Metropolitan Statistical Area)",89.8
45820,"Topeka, KS (Metropolitan Statistical Area)",89.7
45940,"Trenton, NJ (Metropolitan Statistical Area)",111.5
46060,"Tucson, AZ (Metropolitan Statistical Area)",97
46140,"Tulsa, OK (Metropolitan Statistical Area)",91.1
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",88.6
46340,"Tyler, TX (Metropolitan Statistical Area)",94.7
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",122.9
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",93
46660,"Valdosta, GA (Metropolitan Statistical Area)",83.3
46700,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",116.3
47020,"Victoria, TX (Metropolitan Statistical Area)",90.7
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",105
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",99.3
47300,"Visalia-Porterville, CA (Metropolitan Statistical Area)",95.6
47380,"Waco, TX (Metropolitan Statistical Area)",91.6
47460,"Walla Walla, WA (Metropolitan Statistical Area)",95.6
47580,"Warner Robins, GA (Metropolitan Statistical Area)",91
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",120.4
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",91.6
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",95.7
48140,"Wausau, WI (Metropolitan Statistical Area)",92.4
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",86.8
48300,"Wenatchee, WA (Metropolitan Statistical Area)",96.3
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",86.3
48620,"Wichita, KS (Metropolitan Statistical Area)",91.3
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",91
48700,"Williamsport, PA (Metropolitan Statistical Area)",92.9
48900,"Wilmington, NC (Metropolitan Statistical Area)",93.9
49020,"Winchester, VA-WV (Metropolitan Statistical Area)",91.9
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",90.9
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",105.5
49420,"Yakima, WA (Metropolitan Statistical Area)",94.8
49620,"York-Hanover, PA (Metropolitan Statistical Area)",96.3
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",88.9
49700,"Yuba City, CA (Metropolitan Statistical Area)",98.3
49740,"Yuma, AZ (Metropolitan Statistical Area)",93.3
Legend / Footnotes:,,
"Geographic Note-- Regional price parities were estimated using OMB's December 2009 geographical definitions. For 23 metropolitan areas introduced by OMB in February 2013, all items proxy RPPs were selected based on data for state metropolitan and nonmetropolitan portions. RPPs for eight metropolitan areas dropped in the February 2013 revision are not shown.",,
"Last updated: April 24, 2014.",,
